t,a,o2,r,d,_
183,[-0.99827254 -0.88653207 -0.6805293   0.6523517  -0.91174054 -0.28367302],"[ 1.09712581e+00 -6.72825534e-01 -6.75751314e-03 -1.26667384e+00
  3.11876441e-01 -7.59185041e-02 -1.24187218e+00  8.50100709e-01
 -1.11225008e+00 -2.52616582e+00 -2.91971424e-01  5.93094545e+00
 -9.46399857e+00 -6.82262446e+00  9.13714125e+00 -1.00000000e+01
 -1.00000000e+01]",0.00729551382003749,False,"{'x_position': -0.17553139600579107, 'x_velocity': -0.989121574926987}"
184,[ 0.54090685  0.47211513 -0.7626643  -0.9117471  -0.71908754  0.59163773],"[  1.07573607  -0.68719468   0.02835837  -1.33995      0.20907254
  -0.0214427   -1.38141752   0.78331436  -1.24970046  -2.81862617
  -3.40939909   2.70590346  -8.69878104 -10.           4.35005023
 -10.          -5.2571886 ]",-0.1797950470634134,False,"{'x_position': -0.1849473921054124, 'x_velocity': -1.176999512452665}"
185,[ 0.41039494  0.05103054 -0.9389379   0.5562807   0.922788    0.58659875],"[ 1.05365759e+00 -7.20635318e-01  4.24696618e-02 -1.40176491e+00
 -3.39075592e-03 -2.82025675e-03 -1.49042068e+00  7.83156502e-01
 -1.22814851e+00 -2.69408994e+00 -4.83160713e+00  1.00147695e+00
 -6.72883649e+00 -1.00000000e+01  5.08888950e-01 -1.00000000e+01
  5.26201112e+00]",-0.24090491114041937,False,"{'x_position': -0.1948541696635787, 'x_velocity': -1.2383471947707905}"
186,[-0.936601    0.2962633   0.6426861   0.11488704  0.8621424   0.60632557],"[ 1.03180702e+00 -7.86093307e-01  4.45802365e-03 -1.44209569e+00
 -1.60200519e-01 -3.99773096e-02 -1.56037414e+00  8.16685897e-01
 -1.25477723e+00 -2.78492473e+00 -1.00000000e+01 -1.00000000e+01
 -3.40821018e+00 -8.82132097e+00 -9.71265750e+00 -6.43959130e+00
  2.78452102e+00]",-0.25150323132033425,False,"{'x_position': -0.20484617824882156, 'x_velocity': -1.2490010731553562}"
187,[ 0.2599072   0.42900553 -0.64399195 -0.46921784  0.02172366  0.95908153],"[  1.00910346  -0.88482003  -0.08512291  -1.47285799  -0.19578297
  -0.12841476  -1.60600776   0.83209352  -1.22503169  -2.89920377
 -10.         -10.          -4.19725375  -1.32154807 -10.
  -4.96181636   1.22408984]",-0.24697490055064883,False,"{'x_position': -0.214807523071284, 'x_velocity': -1.2451681028078052}"
188,[-0.8204268   0.5362321   0.4122337  -0.02245064 -0.21588345  0.8101775 ],"[  0.98404941  -1.01214676  -0.21624045  -1.49666307  -0.17110676
  -0.25726256  -1.63781993   0.83769503  -1.01220386  -3.390277
 -10.         -10.          -1.75308202   7.23096301 -10.
  -2.98068373   0.28199146]",-0.14252918552266258,True,"{'x_position': -0.2239330839232479, 'x_velocity': -1.1406951064954867}"
189,[ 0.29394072  0.30398294  0.48492628 -0.94700336 -0.34959662  0.20213892],"[ 1.25071038e+00 -1.47961934e-02 -2.56489823e-02  1.35216346e-04
  2.48607756e-02 -2.54891053e-02  2.54387154e-03  1.29588477e-02
 -2.48254244e-01 -2.25133685e-01 -3.88132499e+00 -5.02142766e+00
  1.05361831e+00  7.30557040e+00 -4.99989286e+00  5.64097814e-01
  3.85494786e+00]",0.8834902950379216,False,"{'x_position': -0.005267320667246055, 'x_velocity': -0.11503585137397412}"
190,[-0.50049794  0.09355918 -0.1653361  -0.7971552   0.3554807  -0.02062838],"[ 1.24840766e+00 -7.21214282e-02 -9.46865454e-02  6.65455378e-03
  7.60442358e-02 -9.53543685e-02  6.61577623e-03  4.42026240e-02
 -9.12079011e-01 -3.83064428e-01 -1.00000000e+01 -1.00000000e+01
  6.02193862e-01  5.43667277e+00 -1.00000000e+01  4.54350268e-01
  3.90262195e+00]",0.41683987908715375,False,"{'x_position': -0.009924210945652646, 'x_velocity': -0.5821112848008239}"
191,[-0.95089006 -0.63808435 -0.5408016   0.50264347  0.8269793  -0.48860586],"[ 1.24507115e+00 -1.62997697e-01 -2.00023763e-01  9.51845759e-03
  8.59506304e-02 -2.01887227e-01  9.67884705e-03  4.35132639e-02
 -1.17721095e+00 -4.65497620e-01 -1.00000000e+01 -1.00000000e+01
  1.61938923e-01 -2.97870918e+00 -1.00000000e+01  3.19346533e-01
 -4.07152220e+00]",-0.049372306541692015,False,"{'x_position': -0.0182969566709354, 'x_velocity': -1.0465932156603444}"
192,[-0.5248901  -0.4902776   0.7684339  -0.27157548  0.7239118   0.73490876],"[ 1.23834986e+00 -2.76157207e-01 -3.24879228e-01 -1.20830595e-03
  1.14612570e-01 -3.32278666e-01  1.16176112e-02  5.69978575e-02
 -1.47809566e+00 -1.24573623e+00 -1.00000000e+01 -1.00000000e+01
 -2.85777159e+00  1.00000000e+01 -1.00000000e+01  1.75895430e-01
  7.35145986e+00]",-0.33624823718207836,False,"{'x_position': -0.02896898844966339, 'x_velocity': -1.3340039723409987}"
193,[-0.6712558  -0.3857543   0.7558537  -0.30218357 -0.6936955   0.8365176 ],"[  1.2246013   -0.4180157   -0.47204994  -0.0330901    0.24146836
  -0.48354351  -0.01048888   0.17415135  -1.89758229  -2.22217574
 -10.         -10.          -5.06328184  10.         -10.
  -5.65341278  10.        ]",-0.6997677491081251,False,"{'x_position': -0.042547586478142406, 'x_velocity': -1.6973247535598768}"
194,[ 0.15852727  0.64447576  0.96972686 -0.93229246  0.4726394  -0.87140125],"[  1.20261273  -0.59290032  -0.6605962   -0.05401203   0.45767497
  -0.68169953  -0.01309073   0.28172754  -1.51601129  -3.31276479
 -10.         -10.          -0.04743702  10.         -10.
   4.73700596   5.30420055]",-0.7280537522665869,False,"{'x_position': -0.05634615451583687, 'x_velocity': -1.7248210047118078}"
195,[-0.7278641  -0.40866297  0.46737674 -0.20819792  0.57900316 -0.52255005],"[  1.17168451  -0.80048199  -0.89089955  -0.05503054   0.7399455
  -0.93743484   0.02874191   0.28695994  -1.48071089  -4.3953241
 -10.         -10.          -0.52173912  10.         -10.
   3.70275206  -3.40646671]",-0.48157736695888975,False,"{'x_position': -0.06818623839444012, 'x_velocity': -1.4800104848254059}"
196,[-0.1845109   0.25824827 -0.33715206 -0.02741143 -0.8461316  -0.41581625],"[  1.13467323  -1.02402839  -1.13380113  -0.05083953   0.97076393
  -1.18707883   0.03058383   0.23588339  -1.2135162   -4.84048279
 -10.         -10.           1.21848409  10.         -10.
  -3.22145765  -9.32307655]",-0.35780717048964794,True,"{'x_position': -0.07903986374808813, 'x_velocity': -1.3567031692060023}"
197,[-0.61967504  0.74640983  0.8094036  -0.21693274 -0.8417136   0.32017535],"[ 1.25024490e+00 -2.11840432e-02 -2.15746121e-02  6.93918064e-03
  5.03963119e-02 -9.59513550e-03 -2.33174279e-02  3.47424775e-02
 -4.64565601e-01 -3.18808863e-01 -4.19601937e+00 -5.24915830e+00
  8.49272170e-01  1.00000000e+01 -2.53272023e+00 -4.95852764e+00
  7.98511210e+00]",0.7805136932293627,False,"{'x_position': -0.00636312172430472, 'x_velocity': -0.21703199396927614}"
198,[ 0.10890526  0.69915783 -0.06900993  0.40421426  0.9920792  -0.91732836],"[ 1.24815163 -0.04661098 -0.05423281  0.01196129  0.14019827 -0.03531276
 -0.03071998  0.03017868 -0.07251191 -0.19952986 -2.17207961 -2.95264287
  0.44262892 10.         -3.90587073  3.10437487 -9.05001035]",0.7286979658847743,False,"{'x_position': -0.00851358162973385, 'x_velocity': -0.2688074881786412}"
199,[ 0.0539704  -0.76970077  0.7772922   0.6261323  -0.3608808   0.94860756],"[ 1.24508165 -0.03992516 -0.02790447 -0.02656093  0.28226251 -0.01708938
 -0.04805006  0.02890574 -0.1677414  -0.58567764  3.80993074  9.45630221
 -9.90617985 10.          8.39394906 -7.38793322  8.6391399 ]",0.876852059279536,False,"{'x_position': -0.009477791808787356, 'x_velocity': -0.12052627238168831}"
200,[ 0.37841764 -0.79164815  0.901209   -0.5999514   0.6843445  -0.2237401 ],"[  1.23933851  -0.02562151   0.03811981  -0.12375668   0.53556611
   0.01535133  -0.07278856   0.07698268  -0.43635626  -0.83860979
  -1.13580648   5.52381016 -10.          10.          -1.51694826
   1.54293216   3.5072588 ]",0.7152860229614716,False,"{'x_position': -0.011735820321262575, 'x_velocity': -0.2822535640594024}"
201,[ 0.73928833 -0.3871456   0.33543518 -0.29916534  0.2753888   0.2588227 ],"[  1.23183125  -0.04879859   0.06639614  -0.22767759   0.84999627
  -0.01985124  -0.04655479   0.11757809  -0.62612806  -0.97703059
  -4.31472654   1.92298019 -10.          10.          -6.80383159
   4.88235031   6.24838974]",0.46198796626621835,False,"{'x_position': -0.01603158640047426, 'x_velocity': -0.5369707599014605}"
202,[0.5315594  0.06642736 0.5037087  0.9087452  0.33250862 0.07410917],"[ 1.22448367e+00 -8.19401664e-02  7.44557517e-02 -3.20388784e-01
  1.03426190e+00 -7.14529304e-02 -9.49740450e-03  1.66745421e-01
 -5.15702230e-01 -8.87574753e-01 -3.91013772e+00  2.86526121e-01
 -1.00000000e+01  1.00000000e+01 -6.00822548e+00  4.34794942e+00
  6.21683207e+00]",0.4257973356378102,False,"{'x_position': -0.020613347215036083, 'x_velocity': -0.5727201018202281}"
203,[-0.49669152  0.5817669   0.75332326  0.33648592 -0.41810903 -0.7654913 ],"[ 1.21821283 -0.11785277  0.05859162 -0.38007521  1.09265049 -0.12133201
  0.01711824  0.17132015 -0.5494047  -0.68515965 -5.04027386 -4.14239908
 -4.53983894  2.45113186 -6.33791359  2.11209923 -4.9404549 ]",0.4684671271640588,False,"{'x_position': -0.024849396868408428, 'x_velocity': -0.529506206671543}"
204,[-0.13087939 -0.08083399 -0.58460844 -0.7939286   0.54463047 -0.14267662],"[ 1.21229473e+00 -1.76902615e-01  1.88142550e-03 -4.15169114e-01
  1.07249615e+00 -1.91281838e-01  2.88207464e-02  1.24711708e-01
 -1.01243381e+00 -8.16037316e-01 -9.72713226e+00 -1.00000000e+01
 -4.21329614e+00 -7.45550435e+00 -1.00000000e+01  9.31150960e-01
 -6.77403701e+00]",0.21456075591255744,False,"{'x_position': -0.0311224089633504, 'x_velocity': -0.7841265118677465}"
205,[ 0.24307872  0.05548145  0.287056   -0.01475007  0.01304721 -0.24416818],"[ 1.20529957e+00 -2.48278182e-01 -6.93486999e-02 -4.50802520e-01
  1.01553496e+00 -2.71120028e-01  3.21123916e-02  5.77416783e-02
 -9.28837763e-01 -9.24580750e-01 -8.13903784e+00 -7.80554219e+00
 -4.67211428e+00 -6.69720491e+00 -8.82807654e+00  5.17152140e-03
 -9.99291459e+00]",0.028388266866987377,False,"{'x_position': -0.038893666248304905, 'x_velocity': -0.9714071606193131}"
206,[-0.5073548   0.0639082   0.2356486   0.8522072  -0.16971557 -0.07732885],"[ 1.19821103 -0.3049085  -0.12435843 -0.48160751  0.96596668 -0.32341942
  0.01729326 -0.01701904 -0.83782894 -0.78695609 -6.15586618 -6.22977535
 -2.78422409 -5.67484587 -4.50126957 -3.59437609 -6.64665353]",0.11536063830054519,False,"{'x_position': -0.04596215663304282, 'x_velocity': -0.8835612980922389}"
207,[ 0.55142844  0.8177767  -0.3163823  -0.9061278   0.33845487  0.5414425 ],"[ 1.19160559e+00 -3.66679452e-01 -1.98720480e-01 -4.83043664e-01
  9.04878032e-01 -3.80501622e-01 -1.65960393e-03 -4.29574568e-02
 -7.66439719e-01 -8.86612412e-01 -9.32243481e+00 -1.00000000e+01
  2.46308175e+00 -9.57746469e+00 -9.99543268e+00 -8.16953856e-01
 -4.68381302e-01]",0.1864048803370968,False,"{'x_position': -0.05245250391694516, 'x_velocity': -0.8112934104877934}"
208,[ 0.79638076 -0.6405388   0.23274142  0.7439413  -0.27484787 -0.22834364],"[ 1.18695559 -0.40256004 -0.23558562 -0.49758681  0.83314901 -0.39962629
 -0.03835509 -0.02516603 -0.5474645  -0.26335139  0.33228975  3.19249435
 -6.10616968 -8.32761938  5.21552368 -8.3717336   4.51915733]",0.3476682906511034,False,"{'x_position': -0.057656919097816964, 'x_velocity': -0.650551897608975}"
209,[-0.2376937   0.8381512  -0.81891906 -0.9078516  -0.518122   -0.3403659 ],"[ 1.18403804e+00 -4.30224367e-01 -2.60710888e-01 -5.14551153e-01
  7.21151470e-01 -4.00805713e-01 -8.96076973e-02  4.65798827e-03
 -8.19953623e-01 -4.70079222e-01 -7.23295353e+00 -9.42007439e+00
  1.88433518e+00 -1.00000000e+01 -5.47592408e+00 -4.46350609e+00
  2.78639270e+00]",0.3117364204745667,False,"{'x_position': -0.06314192278788396, 'x_velocity': -0.685625461258374}"
210,[-0.579593   -0.53161156 -0.4807559   0.59978735  0.60798556  0.44739372],"[ 1.17988469e+00 -4.87272077e-01 -3.31442667e-01 -5.07442279e-01
  5.36208027e-01 -4.44567774e-01 -1.24987915e-01  4.55693921e-02
 -8.05731750e-01 -5.66192596e-01 -7.03129622e+00 -8.26232460e+00
  7.64793251e-03 -1.00000000e+01 -5.47389970e+00 -4.36962775e+00
  7.39422382e+00]",0.18570897874616876,False,"{'x_position': -0.06964201721710803, 'x_velocity': -0.8125118036530088}"
211,[ 0.8991243  -0.8816879  -0.9509249  -0.60289925  0.94658375  0.40281278],"[  1.17578239  -0.53711418  -0.37449543  -0.53586104   0.2652928
  -0.49147151  -0.14127565   0.1113452   -0.75472389  -0.44921644
  -5.45266199  -2.57503376  -6.62340953 -10.          -6.27059698
   0.27771641   9.03197238]",0.21799951731267653,False,"{'x_position': -0.07586672650005437, 'x_velocity': -0.7780886603682927}"
212,[ 0.94426596  0.42676842 -0.01757373  0.19261192  0.39688137  0.5433625 ],"[ 1.17378490e+00 -5.57593090e-01 -3.66339255e-01 -5.89562988e-01
  5.67344660e-03 -5.12820237e-01 -1.47619541e-01  2.09558507e-01
 -3.66724391e-01 -4.30053310e-02  2.92069954e-01  4.51832274e+00
 -7.23311187e+00 -1.00000000e+01  8.75693543e-01 -1.83967057e+00
  1.00000000e+01]",0.4385161790731001,False,"{'x_position': -0.08034608558427712, 'x_velocity': -0.5599198855278444}"
213,[ 0.10633413 -0.17993638  0.11846776 -0.85752493  0.1465991   0.07338859],"[ 1.17190808 -0.57366329 -0.35503353 -0.64167803 -0.09475336 -0.53675291
 -0.14402856  0.32743201 -0.46996921 -0.42821325 -4.29452932 -1.64219024
 -5.88147596 -6.29683728 -6.82566048  2.71355848 10.        ]",0.5797952749428795,False,"{'x_position': -0.08370116382634252, 'x_velocity': -0.4193847802581741}"
214,[ 0.22700223 -0.2532478  -0.81785357  0.35088137  0.6314913   0.54850614],"[ 1.16957014 -0.59654048 -0.34945931 -0.69874383 -0.12053363 -0.5783996
 -0.12402233  0.4578392  -0.34674439 -0.15301367 -1.44430834  3.00597686
 -8.32158857 -1.12259493 -3.6126862   2.30131351 10.        ]",0.5910177551901536,False,"{'x_position': -0.08696016332916333, 'x_velocity': -0.4073749378526014}"
215,[ 0.20856592 -0.34828436 -0.5657606   0.472338   -0.11799189  0.6461159 ],"[  1.16947032  -0.59066641  -0.29680586  -0.7783889   -0.12318014
  -0.57440947  -0.13164748   0.63932889  -0.38515775   0.12507064
   2.88002983  10.         -10.          -0.10113578   4.56344861
  -4.18159652  10.        ]",0.6306242602893888,False,"{'x_position': -0.08990605422418892, 'x_velocity': -0.36823636187819847}"
216,[-0.08615103  0.00894027 -0.5413531   0.29777804 -0.5265886   0.37363914],"[  1.17079234  -0.56105515  -0.20550712  -0.87231896  -0.12599616
  -0.51818578  -0.18743959   0.86371902  -0.52004743   0.26873314
   4.27391395  10.         -10.          -1.18628848   8.69732953
  -8.44978315  10.        ]",0.5431851906355315,False,"{'x_position': -0.09355412359002721, 'x_velocity': -0.45600867072978674}"
217,[-0.8974514   0.87302977 -0.4389725   0.36646104 -0.27262282  0.91638297],"[ 1.17337735 -0.54495249 -0.14078168 -0.941365   -0.1377777  -0.4727003
 -0.24542536  0.98963624 -0.66817079  0.35240733 -0.09612834  4.26275065
 -6.00416479 -1.70827829  3.06671373 -6.86275995  9.11933703]",0.40742594080665245,False,"{'x_position': -0.09827224669177834, 'x_velocity': -0.5897653877188908}"
218,[ 0.5130143   0.9542483  -0.44691336  0.727428    0.14596346 -0.38913095],"[ 1.17842871 -0.52132349 -0.07832312 -0.98853567 -0.15950007 -0.41602715
 -0.31260835  1.02495261 -0.2955123   0.88278675  6.05338475 10.
 -5.91450115 -3.65142865 10.         -9.90335081  0.6478939 ]",0.5130582797498194,False,"{'x_position': -0.10215117737493762, 'x_velocity': -0.4848663353949102}"
219,[0.331627   0.7291484  0.73459136 0.7288689  0.10567513 0.17918575],"[  1.18587066  -0.45536232   0.02807022  -1.03091231  -0.13910129
  -0.3031887   -0.40116628   1.0141375    0.0540819    0.87129163
   8.20748455  10.          -3.68829162   9.38701975  10.
 -10.          -2.86731229]",0.9279665729829153,False,"{'x_position': -0.10271339852642586, 'x_velocity': -0.07027764393603003}"
220,[ 0.6015126   0.94091356 -0.84897834 -0.66940564 -0.5639594   0.75377303],"[ 1.19209909 -0.41377212  0.09043304 -1.04576215 -0.1094947  -0.22254152
 -0.48420944  0.98613869 -0.30009874  0.7234859   2.75630753  4.45023176
 -0.05741321 -2.76906867  6.93489766 -9.78905545 -3.897772  ]",0.8625534994750949,False,"{'x_position': -0.1037865527068336, 'x_velocity': -0.13414427255096714}"
221,[-0.09183569 -0.47721484 -0.9173258   0.16944864  0.9235815  -0.31871277],"[  1.19817384  -0.40654151   0.10897583  -1.04270311  -0.19214414
  -0.19722601  -0.533656     0.93709938  -0.4299454    0.81313917
  -0.62539985   0.62674852   0.7524789  -10.          -0.11441921
  -2.80187555  -8.22811322]",0.6264254396532543,False,"{'x_position': -0.10675866160835451, 'x_velocity': -0.3715136126901143}"
222,[ 0.04390543 -0.98570144  0.05731909  0.41304576 -0.56478626 -0.02198751],"[ 1.20286778e+00 -4.20035400e-01  1.07095643e-01 -1.04261697e+00
 -2.94852111e-01 -1.98239363e-01 -5.75089032e-01  8.67859559e-01
 -8.08179004e-01  3.57483284e-01 -2.62387390e+00 -8.89183460e-01
 -8.76986476e-01 -9.34031277e+00  7.79307597e-03 -7.54692441e+00
 -9.10910935e+00]",0.3751036520255067,False,"{'x_position': -0.11174609723799854, 'x_velocity': -0.6234294537055037}"
223,[ 0.82323784 -0.5259051   0.18824033 -0.06737098  0.9374818   0.8488563 ],"[ 1.2054241  -0.44343544  0.09675093 -1.05264155 -0.35289952 -0.21246285
 -0.60906085  0.81632377 -0.6288472   0.29035122 -3.13893096 -1.5735707
 -1.6630052  -5.4904556  -3.41327117 -1.11506381 -4.24723603]",0.2773217499675773,False,"{'x_position': -0.11750677364643053, 'x_velocity': -0.7200845510539986}"
224,[-0.34482905  0.63851446  0.1509782  -0.35629174 -0.18360575  0.09204438],"[  1.20712622  -0.48724696   0.05435543  -1.05382761  -0.38321958
  -0.26652485  -0.60807919   0.78450394  -0.77736538   0.12013541
  -7.79054676  -8.96151478   1.25823991  -2.1653302  -10.
   1.35526842  -3.73574461]",0.29278457479006637,False,"{'x_position': -0.123158748813838, 'x_velocity': -0.7064968959259332}"
225,[-0.9200321   0.38233688 -0.9309013  -0.448649    0.10985758  0.66185415],"[  1.20649966  -0.58261226  -0.06040511  -1.03352699  -0.39992801
  -0.39689195  -0.56923257   0.78894183  -1.10074192  -0.33334283
 -10.         -10.           3.70724869  -2.01701512 -10.
   8.32102906   4.215125  ]",0.042702557521142666,False,"{'x_position': -0.13079704336793582, 'x_velocity': -0.9547868192622283}"
226,[ 0.90698165  0.88187516  0.588357    0.302127    0.45373318 -0.5315004 ],"[  1.20489943  -0.68708912  -0.19218442  -1.00709337  -0.38377265
  -0.55036797  -0.50283309   0.79148237  -0.48730524  -0.02677767
 -10.         -10.           3.23023462   6.2514348  -10.
   8.32294876  -3.51335072]",0.2136875379828244,False,"{'x_position': -0.13706733402057042, 'x_velocity': -0.7837863315793246}"
227,[ 0.3282793   0.8698577  -0.0166949   0.496339   -0.44072562 -0.61551553],"[  1.20603826  -0.75046852  -0.28027143  -0.97648231  -0.34023816
  -0.64737889  -0.46116497   0.72280108  -0.35386884   0.33588728
  -5.7410968   -8.65090089   4.48637835   4.65192029  -8.29396352
   2.1435456  -10.        ]",0.5850034782311118,False,"{'x_position': -0.14037383299964554, 'x_velocity': -0.41331237238438967}"
228,[-0.0984722  0.7246355  0.8822203 -0.6808996  0.8389576  0.2228959],"[  1.20664617  -0.8198894   -0.39300693  -0.91832979  -0.23986357
  -0.76279784  -0.39848105   0.62662104   0.08823227  -0.22784424
 -10.         -10.          10.          10.         -10.
  10.         -10.        ]",0.8493721188135742,False,"{'x_position': -0.14155861394746763, 'x_velocity': -0.14809761847776187}"
